,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
7506,7506,"Nickel; plates, sheets, strip and foil",18396,Weight in kilograms,0.29,58459,Weight in kilograms,0.35,-0.06,-40063,-217.7810393563818,-20.689655172413794,0.06,20.689655172413794
7507,7507,"Nickel; tubes, pipes and tube or pipe fittings (e.g. couplings, elbows, sleeves)",60740,Weight in kilograms,0.93,36254,Weight in kilograms,0.59,0.3400000000000001,24486,40.312808692788934,36.55913978494624,0.3400000000000001,36.55913978494624
7508,7508,Nickel; articles thereof n.e.c. in chapter 75,12479,Weight in kilograms,0.24,11283,Weight in kilograms,0.17,0.06999999999999998,1196,9.584101290167482,29.166666666666657,0.06999999999999998,29.166666666666657
7601,7601,Aluminium; unwrought,36061384,Weight in kilograms,76.26,16468996,Weight in kilograms,35.97,40.290000000000006,19592388,54.330660187640056,52.8324154209284,40.290000000000006,52.8324154209284
7602,7602,Aluminium; waste and scrap,1067070,Weight in kilograms,1.53,274345,Weight in kilograms,0.21,1.32,792725,74.28987788992288,86.27450980392157,1.32,86.27450980392157
7603,7603,Aluminium; powders and flakes,585100,Weight in kilograms,1.09,595975,Weight in kilograms,1.04,0.050000000000000044,-10875,-1.858656639890617,4.587155963302756,0.050000000000000044,4.587155963302756
7604,7604,"Aluminium; bars, rods and profiles",1989372,Weight in kilograms,9.29,2240852,Weight in kilograms,9.14,0.14999999999999858,-251480,-12.641175205039582,1.6146393972012767,0.14999999999999858,1.6146393972012767
7605,7605,Aluminium wire,110734,Weight in kilograms,0.31,64462,Weight in kilograms,0.22,0.09,46272,41.78662380118121,29.032258064516125,0.09,29.032258064516125
7606,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",20568716,Weight in kilograms,56.7,25163541,Weight in kilograms,59.03,-2.3299999999999983,-4594825,-22.338900493351165,-4.109347442680773,2.3299999999999983,4.109347442680773
7607,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",9497414,Weight in kilograms,35.78,9496723,Weight in kilograms,34.36,1.4200000000000017,691,0.007275664723049875,3.968697596422587,1.4200000000000017,3.968697596422587
7608,7608,Aluminium; tubes and pipes,2799609,Weight in kilograms,12.65,1701624,Weight in kilograms,8.63,4.02,1097985,39.219226684869206,31.778656126482208,4.02,31.778656126482208
7609,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",194174,Weight in kilograms,2.31,203306,Weight in kilograms,1.46,0.8500000000000001,-9132,-4.702998341693532,36.7965367965368,0.8500000000000001,36.7965367965368
7610,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",4341703,Weight in kilograms,16.49,5453235,Weight in kilograms,22.3,-5.810000000000002,-1111532,-25.6012905534994,-35.23347483323228,5.810000000000002,35.23347483323228
7612,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",18903,Weight in kilograms,0.11,45288,Weight in kilograms,0.11,0.0,-26385,-139.58101888589113,0.0,0.0,0.0
7614,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",13858,Weight in kilograms,0.18,6483,Weight in kilograms,0.15,0.03,7375,53.218357627363254,16.666666666666664,0.03,16.666666666666664
7615,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",1083,Weight in kilograms,0.01,5460,Weight in kilograms,0.08,-0.07,-4377,-404.1551246537396,-700.0000000000001,0.07,700.0000000000001
7616,7616,Aluminium; articles n.e.c. in chapter 76,587147,Weight in kilograms,7.11,940280,Weight in kilograms,7.58,-0.46999999999999975,-353133,-60.143882196451656,-6.610407876230657,0.46999999999999975,6.610407876230657
7801,7801,Lead; unwrought,68330120,Weight in kilograms,154.29,70637654,Weight in kilograms,155.24,-0.950000000000017,-2307534,-3.3770378275349144,-0.6157236373063822,0.950000000000017,0.6157236373063822
7802,7802,Lead; waste and scrap,96000,Weight in kilograms,0.16,0,Weight in kilograms,0.0,0.16,96000,100.0,100.0,0.16,100.0
7901,7901,Zinc; unwrought,99286921,Weight in kilograms,286.38,102729867,Weight in kilograms,285.24,1.1399999999999864,-3442946,-3.46767324973246,0.3980724910957421,1.1399999999999864,0.3980724910957421
7902,7902,Zinc; waste and scrap,101290,Weight in kilograms,0.24,23320,Weight in kilograms,0.02,0.22,77970,76.97699674202784,91.66666666666667,0.22,91.66666666666667
7903,7903,"Zinc; dust, powders and flakes",255132,Weight in kilograms,0.69,235095,Weight in kilograms,0.53,0.15999999999999992,20037,7.853581675368044,23.18840579710144,0.15999999999999992,23.18840579710144
7904,7904,"Zinc; bars, rods, profiles and wire",48855,Weight in kilograms,0.28,4000,Weight in kilograms,0.03,0.25,44855,91.81250639647938,89.28571428571428,0.25,89.28571428571428
7905,7905,"Zinc; plates, sheets, strip and foil",67,Weight in kilograms,0.0,75,Weight in kilograms,0.0,0.0,-8,-11.940298507462686,,0.0,
7907,7907,Zinc; articles n.e.c. in chapter 79,40754,Weight in kilograms,0.66,47901,Weight in kilograms,0.65,0.010000000000000009,-7147,-17.536928890415666,1.5151515151515165,0.010000000000000009,1.5151515151515165
8001,8001,Tin; unwrought,521,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,521,100.0,100.0,0.02,100.0
8003,8003,"Tin; bars, rods, profiles and wire",38409,Weight in kilograms,1.46,3606,Weight in kilograms,0.08,1.38,34803,90.61157541201281,94.52054794520548,1.38,94.52054794520548
8007,8007,Tin; articles n.e.c. in chapter 80,19,Weight in kilograms,0.0,1285,Weight in kilograms,0.01,-0.01,-1266,-6663.1578947368425,-inf,0.01,inf
8101,8101,"Tungsten (wolfram); articles thereof, including waste and scrap",60266,Weight in kilograms,2.71,52876,Weight in kilograms,2.32,0.3900000000000001,7390,12.26230378654631,14.39114391143912,0.3900000000000001,14.39114391143912
8102,8102,"Molybdenum; articles thereof, including waste and scrap",60,Weight in kilograms,0.01,11,Weight in kilograms,0.01,0.0,49,81.66666666666667,0.0,0.0,0.0
8103,8103,"Tantalum; articles thereof, including waste and scrap",2,Weight in kilograms,0.0,3,Weight in kilograms,0.0,0.0,-1,-50.0,,0.0,
8104,8104,"Magnesium; articles thereof, including waste and scrap",224,Weight in kilograms,0.0,1335,Weight in kilograms,0.02,-0.02,-1111,-495.9821428571429,-inf,0.02,inf
8105,8105,"Cobalt; mattes and other intermediate products of cobalt metallurgy, cobalt and articles thereof, including waste and scrap",38,Weight in kilograms,0.0,34,Weight in kilograms,0.0,0.0,4,10.526315789473683,,0.0,
8106,8106,"Bismuth; articles thereof, including waste and scrap",9920,Weight in kilograms,0.06,0,Weight in kilograms,0.0,0.06,9920,100.0,100.0,0.06,100.0
8107,8107,"Cadmium; articles thereof, including waste and scrap",1551000,Weight in kilograms,4.4,1527409,Weight in kilograms,4.02,0.3800000000000008,23591,1.5210186976144422,8.636363636363653,0.3800000000000008,8.636363636363653
8108,8108,"Titanium; articles thereof, including waste and scrap",839611,Weight in kilograms,2.64,756017,Weight in kilograms,1.98,0.6600000000000001,83594,9.956277371306474,25.000000000000007,0.6600000000000001,25.000000000000007
8111,8111,"Manganese; articles thereof, including waste and scrap",115000,Weight in kilograms,0.21,14696500,Weight in kilograms,1.05,-0.8400000000000001,-14581500,-12679.565217391304,-400.0000000000001,0.8400000000000001,400.0000000000001
8112,8112,"Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium; and articles of these metals, including waste and scrap",5063,Weight in kilograms,0.06,5115,Weight in kilograms,0.06,0.0,-52,-1.027059055895714,0.0,0.0,0.0
8113,8113,"Cermets; articles thereof, including waste and scrap",791,Weight in kilograms,0.0,7401,Weight in kilograms,0.72,-0.72,-6610,-835.6510745891278,-inf,0.72,inf
8201,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",415,Weight in kilograms,0.01,16781,Weight in kilograms,0.12,-0.11,-16366,-3943.6144578313256,-1100.0,0.11,1100.0
8202,8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",34690,Weight in kilograms,1.07,41024,Weight in kilograms,1.21,-0.1399999999999999,-6334,-18.25886422600173,-13.0841121495327,0.1399999999999999,13.0841121495327
8203,8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",5069,Weight in kilograms,0.16,7720,Weight in kilograms,0.17,-0.010000000000000009,-2651,-52.298283685144995,-6.250000000000005,0.010000000000000009,6.250000000000005
8204,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",11769,Weight in kilograms,0.53,34424,Weight in kilograms,0.23,0.30000000000000004,-22655,-192.4972385079446,56.60377358490567,0.30000000000000004,56.60377358490567
8205,8205,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks",141818,Weight in kilograms,1.99,98681,Weight in kilograms,2.03,-0.039999999999999813,43137,30.417154380967155,-2.010050251256272,0.039999999999999813,2.010050251256272
8206,8206,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale",14191,Weight in kilograms,0.12,10009,Weight in kilograms,0.14,-0.020000000000000018,4182,29.46938200267775,-16.666666666666682,0.020000000000000018,16.666666666666682
8207,8207,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools",5529018,Weight in kilograms,209.27,16939759,Weight in kilograms,191.16,18.110000000000014,-11410741,-206.3791617245594,8.6538921011134,18.110000000000014,8.6538921011134
8208,8208,"Knives and cutting blades, for machines or for mechanical appliances",0,Weight in kilograms,1.62,140281,Weight in kilograms,0.81,0.81,-140281,-inf,50.0,0.81,50.0
8209,8209,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",193023,Weight in kilograms,25.53,94475,Weight in kilograms,25.21,0.3200000000000003,98548,51.05505561513395,1.2534273403838632,0.3200000000000003,1.2534273403838632
8213,8213,"Scissors; tailors' shears and similar shears, and blades therefore",3231,Weight in kilograms,0.06,1919,Weight in kilograms,0.04,0.019999999999999997,1312,40.60662333642835,33.33333333333333,0.019999999999999997,33.33333333333333
8214,8214,"Cutlery; other articles, (e.g. hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives), manicure or pedicure sets and instruments (including nail files)",133258,Weight in kilograms,0.39,140278,Weight in kilograms,1.34,-0.9500000000000001,-7020,-5.267976406669769,-243.58974358974362,0.9500000000000001,243.58974358974362
8215,8215,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware",15,Weight in kilograms,0.0,36,Weight in kilograms,0.0,0.0,-21,-140.0,,0.0,
8301,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",1335833,Weight in kilograms,29.07,1155942,Weight in kilograms,27.93,1.1400000000000006,179891,13.466578531897325,3.9215686274509824,1.1400000000000006,3.9215686274509824
8302,8302,"Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal",4126320,Weight in kilograms,24.61,6246020,Weight in kilograms,31.62,-7.010000000000002,-2119700,-51.37022819364469,-28.4843559528647,7.010000000000002,28.4843559528647
8303,8303,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",78871,Weight in kilograms,0.17,101534,Weight in kilograms,0.21,-0.03999999999999998,-22663,-28.73426227637535,-23.52941176470587,0.03999999999999998,23.52941176470587
8305,8305,"Stationery; fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and the like, staples in strips (for offices, upholstery, packaging), of base metal",4902,Weight in kilograms,0.04,48100,Weight in kilograms,0.13,-0.09,-43198,-881.2321501427988,-225.0,0.09,225.0
8306,8306,"Bells, gongs and the like; non-electric, statuettes, other ornaments, photograph, picture, similar frames, mirrors, of base metal",88,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,88,100.0,,0.0,
8307,8307,"Tubing; flexible, with or without fittings, of base metal",1350385,Weight in kilograms,7.29,1351023,Weight in kilograms,6.73,0.5599999999999996,-638,-0.04724578546118329,7.681755829903973,0.5599999999999996,7.681755829903973
8308,8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets etc for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, tubular etc rivets, beads, spangles, of base metal",142382,Weight in kilograms,3.3,397864,Weight in kilograms,3.67,-0.3700000000000001,-255482,-179.4341981430237,-11.212121212121216,0.3700000000000001,11.212121212121216
8309,8309,"Stoppers, caps, lids (including crown corks, screw caps, pouring stoppers); capsules for bottles, threaded bungs, bung covers, seals and other packaging accessories, of base metal",21183,Weight in kilograms,0.11,22258,Weight in kilograms,0.12,-0.009999999999999995,-1075,-5.074824151442194,-9.090909090909086,0.009999999999999995,9.090909090909086
8310,8310,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading no. 9405",178194,Weight in kilograms,3.33,12811,Weight in kilograms,1.13,2.2,165383,92.81064457838086,66.06606606606607,2.2,66.06606606606607
8311,8311,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",2277301,Weight in kilograms,8.73,2021116,Weight in kilograms,7.22,1.5100000000000007,256185,11.24950105409869,17.2966781214204,1.5100000000000007,17.2966781214204
8402,8402,"Boilers; steam or other vapour generating (other than central heating hot water boilers, capable also of producing low pressure steam), super heated water boilers",4357,Weight in kilograms,0.14,768008,Weight in kilograms,10.8,-10.66,-763651,-17526.991048886848,-7614.285714285714,10.66,7614.285714285714
8404,8404,"Auxiliary plant for use with boilers of heading no. 8402 or 8403; e.g. economisers, super-heaters, soot removers, gas recoverers), condensers for steam or other vapour power units",7883,Weight in kilograms,0.05,88856,Weight in kilograms,6.96,-6.91,-80973,-1027.1850818216415,-13819.999999999998,6.91,13819.999999999998
8405,8405,"Generators for producer or water gas with or without their purifiers acetylene gas generators and similar water process gas generators, with or without their purifiers",0,Weight in kilograms,0.61,5580,Weight in kilograms,0.13,0.48,-5580,-inf,78.68852459016394,0.48,78.68852459016394
8406,8406,Turbines; steam and other vapour turbines,65804,Weight in kilograms,2.2,89717,Weight in kilograms,0.67,1.5300000000000002,-23913,-36.33973618625008,69.54545454545456,1.5300000000000002,69.54545454545456
8409,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,8835773,Weight in kilograms,115.34,14391258,Weight in kilograms,110.89,4.450000000000003,-5555485,-62.87491767839667,3.8581584879486757,4.450000000000003,3.8581584879486757
8410,8410,Turbines; hydraulic water wheels and regulators therefor,2,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,2,100.0,,0.0,
8411,8411,"Turbo-jets, turbo-propellers and other gas turbines",97,Weight in kilograms,0.04,224,Weight in kilograms,0.1,-0.060000000000000005,-127,-130.9278350515464,-150.0,0.060000000000000005,150.0
8416,8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical grates, mechanical ash dischargers and similar appliances",46946,Weight in kilograms,2.28,376373,Weight in kilograms,6.02,-3.7399999999999998,-329427,-701.7147360797512,-164.03508771929825,3.7399999999999998,164.03508771929825
8431,8431,Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430,46490642,Weight in kilograms,171.38,62023512,Weight in kilograms,160.75,10.629999999999995,-15532870,-33.41074532805978,6.202590734041309,10.629999999999995,6.202590734041309
8434,8434,Milking machines and dairy machinery,10,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,10,100.0,,0.0,
8442,8442,"Machinery, apparatus and equipment (excluding machines of headings 8456 to 8465) for preparing or making printing components; plates, cylinders and other printing components; lithographic stones prepared for printing purposes",8213,Weight in kilograms,0.25,1309,Weight in kilograms,0.07,0.18,6904,84.06185315962499,72.0,0.18,72.0
8448,8448,"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447",363588,Weight in kilograms,10.01,780320,Weight in kilograms,11.37,-1.3599999999999994,-416732,-114.61654400035204,-13.586413586413581,1.3599999999999994,13.586413586413581
8449,8449,"Machinery; for manufacture or finishing felt or non-wovens in the piece or in shapes, including machinery for making felt hats, blocks for making hats",2220,Weight in kilograms,0.03,73911,Weight in kilograms,0.36,-0.32999999999999996,-71691,-3229.3243243243246,-1099.9999999999998,0.32999999999999996,1099.9999999999998
8466,8466,"Parts & accessories suited for use only/mainly with machines of headings 8456-8465, including work/tool holders, self-opening dieheads, dividing heads & other special attachments for the machines; tool holders for any type of tool for working in the hand",2130812,Weight in kilograms,168.31,2302371,Weight in kilograms,99.86,68.45,-171559,-8.051343806961853,40.66900362426475,68.45,40.66900362426475
8473,8473,"Machinery; parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72",95589,Weight in kilograms,16.75,163026,Weight in kilograms,12.49,4.26,-67437,-70.54891253177666,25.432835820895523,4.26,25.432835820895523
8480,8480,"Moulding boxes for metal foundry, moulding patterns, moulds for metals (excluding ingot moulds), metal carbides, glass, mineral materials, rubber or plastics",20121059,Weight in kilograms,266.72,19314792,Weight in kilograms,236.43,30.29000000000002,806267,4.00708034303761,11.356478704259153,30.29000000000002,11.356478704259153
8481,8481,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves",4531483,Weight in kilograms,100.63,4316538,Weight in kilograms,104.57,-3.9399999999999977,214945,4.743369885752633,-3.9153333995826274,3.9399999999999977,3.9153333995826274
8484,8484,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals",303184,Weight in kilograms,8.2,164954,Weight in kilograms,5.74,2.459999999999999,138230,45.59277534434535,29.999999999999993,2.459999999999999,29.999999999999993
8487,8487,"Machinery parts; not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in this chapter",237208,Weight in kilograms,10.44,162528,Weight in kilograms,11.44,-1.0,74680,31.48291794543186,-9.578544061302683,1.0,9.578544061302683
8503,8503,Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502,0,Weight in kilograms,16.34,3944582,Weight in kilograms,15.94,0.40000000000000036,-3944582,-inf,2.447980416156673,0.40000000000000036,2.447980416156673
8505,8505,"Electro-magnets; permanent magnets, intended permanent magnets; electro-magnetic, permanent magnet chucks, clamps, similar; electromagnetic couplings, clutches, brakes; electro-magnetic lifting heads",1545611,Weight in kilograms,9.3,1887400,Weight in kilograms,8.9,0.40000000000000036,-341789,-22.113520154812562,4.3010752688172085,0.40000000000000036,4.3010752688172085
8522,8522,Sound or video recording apparatus; parts and accessories suitable for use solely or principally with the apparatus of heading 8519 or 8521,1753,Weight in kilograms,0.04,321,Weight in kilograms,0.01,0.03,1432,81.68853394181403,75.0,0.03,75.0
8529,8529,Transmission apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8525 to 8528,0,Weight in kilograms,94.35,3110511,Weight in kilograms,92.21,2.1400000000000006,-3110511,-inf,2.268150503444622,2.1400000000000006,2.268150503444622
8532,8532,"Electrical capacitors; fixed, variable or adjustable (pre-set)",744178,Weight in kilograms,50.03,890934,Weight in kilograms,41.12,8.910000000000004,-146756,-19.720550728454754,17.809314411353196,8.910000000000004,17.809314411353196
8533,8533,"Electrical resistors (including rheostats and potentiometers), excluding heating resistors",161555,Weight in kilograms,17.67,472351,Weight in kilograms,14.61,3.0600000000000023,-310796,-192.37782798427781,17.317487266553492,3.0600000000000023,17.317487266553492
8534,8534,Circuits; printed,0,Weight in kilograms,61.89,866578,Weight in kilograms,59.84,2.049999999999997,-866578,-inf,3.3123283244465944,2.049999999999997,3.3123283244465944
8535,8535,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits; for a voltage exceeding 1000 volts",102762,Weight in kilograms,3.65,118417,Weight in kilograms,2.89,0.7599999999999998,-15655,-15.234230552149628,20.821917808219172,0.7599999999999998,20.821917808219172
8536,8536,"Electrical apparatus for switching, protecting electrical circuits, for making connections to or in electrical circuits, for a voltage not exceeding 1000 volts; connectors for optical fibres, optical fibre bundles or cables",3409169,Weight in kilograms,150.52,3105750,Weight in kilograms,126.94,23.580000000000013,303419,8.90008679534514,15.665692266808403,23.580000000000013,15.665692266808403
8537,8537,"Boards, panels, consoles, desks, cabinets, bases with apparatus of heading no. 8535, 8536 for electricity control and distribution, (other than switching apparatus of heading no. 8517)",2535652,Weight in kilograms,65.93,3335024,Weight in kilograms,96.62,-30.689999999999998,-799372,-31.525303945494098,-46.549370544516904,30.689999999999998,46.549370544516904
8538,8538,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 and 8537",2741375,Weight in kilograms,68.54,3800919,Weight in kilograms,89.1,-20.559999999999988,-1059544,-38.65009347498974,-29.997081995914776,20.559999999999988,29.997081995914776
8544,8544,"Insulated wire, cable and other electric conductors, connector fitted or not; optical fibre cables of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",8734016,Weight in kilograms,86.31,6623769,Weight in kilograms,103.86,-17.549999999999997,2110247,24.161244953066262,-20.33368091762252,17.549999999999997,20.33368091762252
8545,8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon; with or without metal, of a kind used for electrical purposes",421324,Weight in kilograms,5.3,339737,Weight in kilograms,4.47,0.8300000000000001,81587,19.364432123496407,15.660377358490567,0.8300000000000001,15.660377358490567
8546,8546,Electrical insulators of any material,31299,Weight in kilograms,0.94,304,Weight in kilograms,0.04,0.8999999999999999,30995,99.02872296239497,95.74468085106382,0.8999999999999999,95.74468085106382
8547,8547,"Insulating fittings; for electrical machines, appliances, equipment, excluding insulators of heading no. 8546, electrical conduit tubing and joints therefore",1326634,Weight in kilograms,26.54,493093,Weight in kilograms,8.35,18.189999999999998,833541,62.83127071973129,68.53805576488318,18.189999999999998,68.53805576488318
8548,8548,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators; electrical parts of machinery or apparatus, n.e.c. or included elsewhere in chapter 85",1,Weight in kilograms,0.0,93387,Weight in kilograms,1.95,-1.95,-93386,-9338600.0,-inf,1.95,inf
8607,8607,Railway or tramway locomotives or rolling stock; parts thereof,138520,Weight in kilograms,2.45,1349925,Weight in kilograms,20.9,-18.45,-1211405,-874.5343632688421,-753.0612244897958,18.45,753.0612244897958
8608,8608,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof",44750,Weight in kilograms,0.51,40856,Weight in kilograms,0.54,-0.030000000000000027,3894,8.70167597765363,-5.8823529411764754,0.030000000000000027,5.8823529411764754
8708,8708,"Motor vehicles; parts and accessories, of heading no. 8701 to 8705",91265823,Weight in kilograms,886.12,99317686,Weight in kilograms,930.81,-44.68999999999994,-8051863,-8.822429618587892,-5.043334988489137,44.68999999999994,5.043334988489137
8714,8714,Vehicles; parts and accessories of heading no. 8711 to 8713,9434,Weight in kilograms,0.41,12972,Weight in kilograms,0.64,-0.23000000000000004,-3538,-37.50264998940004,-56.097560975609774,0.23000000000000004,56.097560975609774
8803,8803,Aircraft; parts of heading no. 8801 or 8802,11292,Weight in kilograms,3.61,6531,Weight in kilograms,2.51,1.1,4761,42.16259298618491,30.470914127423825,1.1,30.470914127423825
8804,8804,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,382,Weight in kilograms,0.09,539,Weight in kilograms,0.09,0.0,-157,-41.09947643979058,0.0,0.0,0.0
9002,9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts or fittings for instruments or apparatus, other than such elements of glass not optically worked",1966,Weight in kilograms,1.26,3429,Weight in kilograms,1.33,-0.07000000000000006,-1463,-74.41505595116989,-5.55555555555556,0.07000000000000006,5.55555555555556
9008,9008,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers",8,Weight in kilograms,0.0,30,Number of items,0.0,0.0,-22,-275.0,,0.0,
9016,9016,"Balances; of a sensitivity of 5cg or better, with or without weights",4954,Weight in kilograms,0.81,11173,Weight in kilograms,0.48,0.33000000000000007,-6219,-125.53492127573678,40.74074074074075,0.33000000000000007,40.74074074074075
9019,9019,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus",1438449,Weight in kilograms,28.1,30307,Weight in kilograms,1.75,26.35,1408142,97.89307789153456,93.77224199288257,26.35,93.77224199288257
9020,9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20,0,Weight in kilograms,0.69,29959,Weight in kilograms,0.34,0.3499999999999999,-29959,-inf,50.724637681159415,0.3499999999999999,50.724637681159415
9021,9021,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability",13135,Weight in kilograms,14.45,24738,Weight in kilograms,14.88,-0.4300000000000015,-11603,-88.33650551960412,-2.9757785467128133,0.4300000000000015,2.9757785467128133
9023,9023,"Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",13691,Weight in kilograms,1.5,8427,Weight in kilograms,0.78,0.72,5264,38.44861587904463,48.0,0.72,48.0
9033,9033,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",48860,Weight in kilograms,2.24,15101,Weight in kilograms,1.45,0.7900000000000003,33759,69.09332787556284,35.26785714285715,0.7900000000000003,35.26785714285715
9113,9113,"Watch straps, watch bands, watch bracelets and parts thereof",227,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,227,100.0,,0.0,
9114,9114,Clock or watch parts; n.e.c. in chapter 91,8,Weight in kilograms,0.0,5,Weight in kilograms,0.0,0.0,3,37.5,,0.0,
9209,9209,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes",3096,Weight in kilograms,0.22,3518,Weight in kilograms,0.21,0.010000000000000009,-422,-13.630490956072352,4.545454545454549,0.010000000000000009,4.545454545454549
9305,9305,Firearms; parts and accessories of articles of heading no. 9301 to 9304,24890,Weight in kilograms,0.22,559118,Weight in kilograms,152.93,-152.71,-534228,-2146.3559662515067,-69413.63636363637,152.71,69413.63636363637
9307,9307,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor",15,Weight in kilograms,0.0,1,Weight in kilograms,0.0,0.0,14,93.33333333333333,,0.0,
