,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
7223,7223,Stainless steel wire,877283,Weight in kilograms,13.06,1026800,Weight in kilograms,13.46,-0.40000000000000036,-149517,-17.043189027941953,-3.06278713629403,0.40000000000000036,3.06278713629403
7224,7224,"Alloy steel in ingots or other primary forms, semi-finished products of other alloy steel",348061,Weight in kilograms,0.69,348796,Weight in kilograms,0.67,0.019999999999999907,-735,-0.21116988114152405,2.898550724637668,0.019999999999999907,2.898550724637668
7225,7225,"Alloy steel flat-rolled products, of a width 600mm or more",237446692,Weight in kilograms,294.2,270165752,Weight in kilograms,295.81,-1.6100000000000136,-32719060,-13.779539198634108,-0.5472467709041515,1.6100000000000136,0.5472467709041515
7226,7226,"Alloy steel flat-rolled products, of a width of less than 600mm",10548062,Weight in kilograms,24.29,3330017,Weight in kilograms,7.35,16.939999999999998,7218045,68.43005852639091,69.74063400576368,16.939999999999998,69.74063400576368
7227,7227,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils",9492506,Weight in kilograms,11.02,8387389,Weight in kilograms,9.16,1.8599999999999994,1105117,11.641994221546977,16.87840290381125,1.8599999999999994,16.87840290381125
7228,7228,"Alloy steel bars, rods, shapes and sections; hollow drill bars and rods, of alloy or non-alloy steel",47130496,Weight in kilograms,69.45,42177278,Weight in kilograms,56.82,12.630000000000003,4953218,10.50958173663184,18.18574514038877,12.630000000000003,18.18574514038877
7229,7229,Wire of other alloy steel,5015639,Weight in kilograms,11.6,4494125,Weight in kilograms,9.39,2.209999999999999,521514,10.397757892862703,19.05172413793103,2.209999999999999,19.05172413793103
7301,7301,"Iron or steel sheet piling, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",684924,Weight in kilograms,0.69,671966,Weight in kilograms,0.58,0.10999999999999999,12958,1.8918887351005367,15.942028985507244,0.10999999999999999,15.942028985507244
7302,7302,"Railway or tramway track constructions of iron or steel; rails, check and track rails, switch blades, crossing frogs, point rods, sleepers, fish-plates, chair wedges, sole plates, bedplates, ties and the like",81847014,Weight in kilograms,84.44,69561816,Weight in kilograms,66.23,18.209999999999994,12285198,15.009952592772658,21.565608716248217,18.209999999999994,21.565608716248217
7303,7303,"Tubes, pipes and hollow profiles, of cast iron",28614,Weight in kilograms,0.05,110,Weight in kilograms,0.01,0.04,28504,99.61557279653317,80.0,0.04,80.0
7304,7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",12223810,Weight in kilograms,57.11,14858886,Weight in kilograms,51.28,5.829999999999998,-2635076,-21.556912288394532,10.208369812642266,5.829999999999998,10.208369812642266
7305,7305,"Iron or steel (excluding cast iron); tubes and pipes (e.g. welded, riveted or similarly closed), having circular cross-sections, external diameter of which exceeds 406.4mm, not seamless",210147,Weight in kilograms,0.54,19530,Weight in kilograms,0.03,0.51,190617,90.70650544618766,94.44444444444444,0.51,94.44444444444444
7306,7306,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",3055533,Weight in kilograms,12.36,2803677,Weight in kilograms,10.43,1.9299999999999997,251856,8.242620845528423,15.614886731391584,1.9299999999999997,15.614886731391584
7307,7307,"Tube or pipe fittings (e.g. couplings, elbows, sleeves), of iron or steel",556892,Weight in kilograms,11.21,483747,Weight in kilograms,9.52,1.6900000000000013,73145,13.134503638048312,15.075825156110625,1.6900000000000013,15.075825156110625
7308,7308,"Structures of iron or steel and parts thereof; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures",1101898,Weight in kilograms,2.6,30905,Weight in kilograms,0.77,1.83,1070993,97.1952939382774,70.38461538461539,1.83,70.38461538461539
7309,7309,"Reservoirs, tanks, vats and similar containers; for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",81099,Weight in kilograms,0.8,1336,Weight in kilograms,0.02,0.78,79763,98.35263073527418,97.5,0.78,97.5
7310,7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding compressed or liquefied gas), of iron or steel, capacity not exceeding 300l, whether or not lined or heat-insulated",741677,Weight in kilograms,3.16,12046,Weight in kilograms,0.24,2.92,729631,98.37584285342541,92.40506329113923,2.92,92.40506329113923
7311,7311,"Containers for compressed or liquefied gas, of iron or steel",14857,Weight in kilograms,0.14,19,Weight in kilograms,0.01,0.13,14838,99.8721141549438,92.85714285714285,0.13,92.85714285714285
7312,7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",159912,Weight in kilograms,1.66,128227,Weight in kilograms,1.02,0.6399999999999999,31685,19.814022712491873,38.554216867469876,0.6399999999999999,38.554216867469876
7313,7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not and loosely twisted double wire, of a kind used for fencing, of iron or steel",4,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,4,100.0,,0.0,
7314,7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",49494,Weight in kilograms,1.0,5101,Weight in kilograms,0.61,0.39,44393,89.69370024649453,39.0,0.39,39.0
7315,7315,"Chain and parts thereof, of iron or steel",532173,Weight in kilograms,6.48,758779,Weight in kilograms,9.45,-2.969999999999999,-226606,-42.581265866550915,-45.833333333333314,2.969999999999999,45.833333333333314
7316,7316,"Anchors, grapnels and parts thereof, of iron or steel",2318,Weight in kilograms,0.03,0,Weight in kilograms,0.0,0.03,2318,100.0,100.0,0.03,100.0
7317,7317,"Nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, of iron or steel, with heads of other material or not, but excluding articles with heads of copper",29743,Weight in kilograms,0.18,2310,Weight in kilograms,0.01,0.16999999999999998,27433,92.2334666980466,94.44444444444444,0.16999999999999998,94.44444444444444
7318,7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",46185513,Weight in kilograms,101.88,9935326,Weight in kilograms,85.25,16.629999999999995,36250187,78.48821988834464,16.323125245386727,16.629999999999995,16.323125245386727
7319,7319,"Sewing and knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",295316,Weight in kilograms,4.61,50131,Weight in kilograms,1.05,3.5600000000000005,245185,83.0246244700592,77.22342733188721,3.5600000000000005,77.22342733188721
7320,7320,"Springs and leaves for springs, of iron or steel",754240,Weight in kilograms,13.38,440819,Weight in kilograms,9.38,4.0,313421,41.55454497242257,29.89536621823617,4.0,29.89536621823617
7322,7322,"Radiators for central heating, not electrically heated and parts thereof, of iron or steel; air heaters, hot air distributors not electrically heated, with motor fan or blower",24645,Weight in kilograms,0.57,0,Weight in kilograms,0.0,0.57,24645,100.0,100.0,0.57,100.0
7323,7323,"Table, kitchen, other household articles and parts, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",25185,Weight in kilograms,0.11,1443,Weight in kilograms,0.03,0.08,23742,94.27039904705181,72.72727272727273,0.08,72.72727272727273
7324,7324,"Sanitary ware and parts thereof, of iron or steel",4812,Weight in kilograms,0.04,60,Weight in kilograms,0.0,0.04,4752,98.75311720698254,100.0,0.04,100.0
7325,7325,Iron or steel; cast articles,689720,Weight in kilograms,5.16,290590,Weight in kilograms,1.81,3.35,399130,57.86841036942527,64.92248062015504,3.35,64.92248062015504
7326,7326,"Iron or steel; articles, n.e.c. in chapter 73",6239573,Weight in kilograms,65.71,8804015,Weight in kilograms,34.76,30.949999999999996,-2564442,-41.09963935032093,47.10089788464465,30.949999999999996,47.10089788464465
7402,7402,"Copper; unrefined, copper anodes for electrolytic refining",78497,Weight in kilograms,0.56,2053,Weight in kilograms,0.02,0.54,76444,97.38461342471687,96.42857142857143,0.54,96.42857142857143
7403,7403,"Copper; refined and copper alloys, unwrought",107560698,Weight in kilograms,676.63,112813470,Weight in kilograms,681.21,-4.580000000000041,-5252772,-4.883542127999207,-0.6768839690820746,4.580000000000041,0.6768839690820746
7404,7404,Copper; waste and scrap,1056155,Weight in kilograms,4.52,2007200,Weight in kilograms,1.89,2.63,-951045,-90.04786229293997,58.18584070796461,2.63,58.18584070796461
7406,7406,Copper; powders and flakes,87320,Weight in kilograms,1.25,59505,Weight in kilograms,0.92,0.32999999999999996,27815,31.854099862574436,26.399999999999995,0.32999999999999996,26.399999999999995
7407,7407,"Copper; bars, rods and profiles",1408616,Weight in kilograms,13.04,1066591,Weight in kilograms,9.34,3.6999999999999993,342025,24.28092539059616,28.37423312883435,3.6999999999999993,28.37423312883435
7408,7408,Copper wire,7303675,Weight in kilograms,54.72,8218045,Weight in kilograms,57.78,-3.0600000000000023,-914370,-12.51931390703995,-5.592105263157899,3.0600000000000023,5.592105263157899
7409,7409,"Copper plates, sheets and strip; of a thickness exceeding 0.15mm",768074,Weight in kilograms,9.04,637329,Weight in kilograms,7.02,2.0199999999999996,130745,17.02244835784052,22.345132743362832,2.0199999999999996,22.345132743362832
7410,7410,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.15mm",72560,Weight in kilograms,0.61,123770,Weight in kilograms,0.56,0.04999999999999993,-51210,-70.57607497243661,8.1967213114754,0.04999999999999993,8.1967213114754
7411,7411,Copper tubes and pipes,239647,Weight in kilograms,2.69,212923,Weight in kilograms,2.14,0.5499999999999998,26724,11.15140185355961,20.446096654275088,0.5499999999999998,20.446096654275088
7412,7412,"Copper; tube or pipe fittings (e.g. couplings, elbows, sleeves)",39875,Weight in kilograms,1.46,11835,Weight in kilograms,1.05,0.4099999999999999,28040,70.31974921630095,28.082191780821912,0.4099999999999999,28.082191780821912
7413,7413,"Copper; stranded wire, cables, plaited bands and the like, not electrically insulated",2785,Weight in kilograms,0.04,144,Weight in kilograms,0.01,0.03,2641,94.8294434470377,75.0,0.03,75.0
7415,7415,"Copper, nails, tacks, drawing pins, staples (not those of heading no. 8305) and the like, of copper or iron or steel with heads of copper; screws bolts, nuts, screws hooks, rivets, cotters, washers",2345,Weight in kilograms,0.07,5310,Weight in kilograms,0.31,-0.24,-2965,-126.43923240938166,-342.8571428571428,0.24,342.8571428571428
7418,7418,"Copper; table, kitchen or other household articles and parts thereof; pot scourers, scouring, polishing pads, gloves and the like; sanitary ware and parts thereof",385,Weight in kilograms,0.02,64,Weight in kilograms,0.0,0.02,321,83.37662337662337,100.0,0.02,100.0
7419,7419,Copper; articles thereof n.e.c. in chapter 74,1368244,Weight in kilograms,13.91,1704930,Weight in kilograms,16.35,-2.4400000000000013,-336686,-24.607160711101237,-17.5413371675054,2.4400000000000013,17.5413371675054
7502,7502,Nickel; unwrought,2846744,Weight in kilograms,41.89,2521500,Weight in kilograms,34.33,7.560000000000002,325244,11.425122877223945,18.047266650751975,7.560000000000002,18.047266650751975
7504,7504,Nickel; powders and flakes,360,Weight in kilograms,0.02,6928,Weight in kilograms,0.24,-0.22,-6568,-1824.4444444444443,-1100.0,0.22,1100.0
7505,7505,"Nickel; bars, rods, profiles and wire",227483,Weight in kilograms,5.58,343602,Weight in kilograms,8.37,-2.789999999999999,-116119,-51.045133042908695,-49.999999999999986,2.789999999999999,49.999999999999986
7506,7506,"Nickel; plates, sheets, strip and foil",1673851,Weight in kilograms,38.85,1607522,Weight in kilograms,34.75,4.100000000000001,66329,3.9626585639940473,10.553410553410556,4.100000000000001,10.553410553410556
7507,7507,"Nickel; tubes, pipes and tube or pipe fittings (e.g. couplings, elbows, sleeves)",40290,Weight in kilograms,0.75,30751,Weight in kilograms,0.98,-0.22999999999999998,9539,23.67585008687019,-30.666666666666664,0.22999999999999998,30.666666666666664
7508,7508,Nickel; articles thereof n.e.c. in chapter 75,23191,Weight in kilograms,1.65,606,Weight in kilograms,0.22,1.43,22585,97.38691733862275,86.66666666666667,1.43,86.66666666666667
7601,7601,Aluminium; unwrought,1370978,Weight in kilograms,3.02,125382,Weight in kilograms,0.37,2.65,1245596,90.85455784119074,87.74834437086092,2.65,87.74834437086092
7602,7602,Aluminium; waste and scrap,6071523,Weight in kilograms,8.56,8402420,Weight in kilograms,8.43,0.13000000000000078,-2330897,-38.39064761839822,1.5186915887850558,0.13000000000000078,1.5186915887850558
7603,7603,Aluminium; powders and flakes,38376,Weight in kilograms,0.17,19864,Weight in kilograms,0.07,0.1,18512,48.23848238482385,58.82352941176471,0.1,58.82352941176471
7604,7604,"Aluminium; bars, rods and profiles",517812,Weight in kilograms,4.09,1139309,Weight in kilograms,7.0,-2.91,-621497,-120.02367654670034,-71.14914425427874,2.91,71.14914425427874
7605,7605,Aluminium wire,8070,Weight in kilograms,0.2,2960,Weight in kilograms,0.07,0.13,5110,63.320941759603464,65.0,0.13,65.0
7606,7606,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",1080208,Weight in kilograms,6.77,1005015,Weight in kilograms,5.72,1.0499999999999998,75193,6.960974182749989,15.5096011816839,1.0499999999999998,15.5096011816839
7607,7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2mm",131495,Weight in kilograms,1.32,130586,Weight in kilograms,1.53,-0.20999999999999996,909,0.6912810373017986,-15.909090909090907,0.20999999999999996,15.909090909090907
7608,7608,Aluminium; tubes and pipes,105101,Weight in kilograms,1.51,32405,Weight in kilograms,0.32,1.19,72696,69.16775292337847,78.80794701986754,1.19,78.80794701986754
7609,7609,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",1961,Weight in kilograms,0.06,15419,Weight in kilograms,0.59,-0.53,-13458,-686.2825089240183,-883.3333333333334,0.53,883.3333333333334
7610,7610,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts (e.g. bridges and sections, towers, lattice masts, etc) plates, rods, profiles and tubes for structures",11196,Weight in kilograms,0.22,4354,Weight in kilograms,0.17,0.04999999999999999,6842,61.111111111111114,22.72727272727272,0.04999999999999999,22.72727272727272
7612,7612,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",1912,Weight in kilograms,0.04,420,Weight in kilograms,0.07,-0.030000000000000006,1492,78.03347280334728,-75.00000000000001,0.030000000000000006,75.00000000000001
7613,7613,Aluminium; containers for compressed or liquefied gas,55,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,55,100.0,,0.0,
7614,7614,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",10,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,10,100.0,,0.0,
7615,7615,"Aluminium; table, kitchen or other household articles and parts thereof, pot scourers and scouring or polishing pads, gloves and the like, sanitary ware and parts thereof",1627,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,1627,100.0,100.0,0.02,100.0
7616,7616,Aluminium; articles n.e.c. in chapter 76,657241,Weight in kilograms,14.29,232862,Weight in kilograms,7.1,7.1899999999999995,424379,64.56976968874432,50.314905528341505,7.1899999999999995,50.314905528341505
7801,7801,Lead; unwrought,2545749,Weight in kilograms,5.47,2658583,Weight in kilograms,5.3,0.16999999999999993,-112834,-4.43225156918455,3.1078610603290664,0.16999999999999993,3.1078610603290664
7802,7802,Lead; waste and scrap,118980,Weight in kilograms,0.24,173944,Weight in kilograms,0.31,-0.07,-54964,-46.19599932761809,-29.166666666666668,0.07,29.166666666666668
7804,7804,"Lead; plates, sheets, strip and foil, lead powders and flakes",270,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,270,100.0,100.0,0.01,100.0
7806,7806,Lead; articles n.e.c. in chapter 78,1623,Weight in kilograms,0.03,904,Weight in kilograms,0.02,0.009999999999999998,719,44.30067775723968,33.33333333333333,0.009999999999999998,33.33333333333333
7901,7901,Zinc; unwrought,23036946,Weight in kilograms,65.38,28410338,Weight in kilograms,74.02,-8.64,-5373392,-23.325105680240775,-13.215050474151118,8.64,13.215050474151118
7902,7902,Zinc; waste and scrap,113920,Weight in kilograms,0.24,351690,Weight in kilograms,0.35,-0.10999999999999999,-237770,-208.71664325842696,-45.83333333333333,0.10999999999999999,45.83333333333333
7903,7903,"Zinc; dust, powders and flakes",3450,Weight in kilograms,0.05,5585,Weight in kilograms,0.03,0.020000000000000004,-2135,-61.88405797101449,40.00000000000001,0.020000000000000004,40.00000000000001
7904,7904,"Zinc; bars, rods, profiles and wire",136009,Weight in kilograms,0.79,116000,Weight in kilograms,0.65,0.14,20009,14.711526443103029,17.72151898734177,0.14,17.72151898734177
7907,7907,Zinc; articles n.e.c. in chapter 79,2103,Weight in kilograms,0.03,1990,Weight in kilograms,0.03,0.0,113,5.373276271992392,0.0,0.0,0.0
8001,8001,Tin; unwrought,415000,Weight in kilograms,8.1,0,Weight in kilograms,0.0,8.1,415000,100.0,100.0,8.1,100.0
8003,8003,"Tin; bars, rods, profiles and wire",5950,Weight in kilograms,0.26,364,Weight in kilograms,0.01,0.25,5586,93.88235294117648,96.15384615384615,0.25,96.15384615384615
8007,8007,Tin; articles n.e.c. in chapter 80,14745,Weight in kilograms,0.46,14575,Weight in kilograms,0.45,0.010000000000000009,170,1.1529331976941335,2.1739130434782625,0.010000000000000009,2.1739130434782625
8101,8101,"Tungsten (wolfram); articles thereof, including waste and scrap",689,Weight in kilograms,0.15,36655,Weight in kilograms,0.39,-0.24000000000000002,-35966,-5220.029027576197,-160.0,0.24000000000000002,160.0
8102,8102,"Molybdenum; articles thereof, including waste and scrap",476,Weight in kilograms,0.13,1450,Weight in kilograms,0.14,-0.010000000000000009,-974,-204.6218487394958,-7.692307692307699,0.010000000000000009,7.692307692307699
8103,8103,"Tantalum; articles thereof, including waste and scrap",2,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,2,100.0,,0.0,
8104,8104,"Magnesium; articles thereof, including waste and scrap",868,Weight in kilograms,0.02,558,Weight in kilograms,0.01,0.01,310,35.714285714285715,50.0,0.01,50.0
8105,8105,"Cobalt; mattes and other intermediate products of cobalt metallurgy, cobalt and articles thereof, including waste and scrap",140202,Weight in kilograms,5.6,110133,Weight in kilograms,4.15,1.4499999999999993,30069,21.446912312235202,25.892857142857135,1.4499999999999993,25.892857142857135
8107,8107,"Cadmium; articles thereof, including waste and scrap",1451494,Weight in kilograms,3.94,1490036,Weight in kilograms,3.71,0.22999999999999998,-38542,-2.655333056836611,5.837563451776649,0.22999999999999998,5.837563451776649
8108,8108,"Titanium; articles thereof, including waste and scrap",981821,Weight in kilograms,15.67,913783,Weight in kilograms,13.02,2.6500000000000004,68038,6.929776405271429,16.91129546904914,2.6500000000000004,16.91129546904914
8109,8109,"Zirconium; articles thereof, including waste and scrap",400,Weight in kilograms,0.04,77,Weight in kilograms,0.02,0.02,323,80.75,50.0,0.02,50.0
8111,8111,"Manganese; articles thereof, including waste and scrap",50,Weight in kilograms,0.01,50,Weight in kilograms,0.01,0.0,0,0.0,0.0,0.0,0.0
8112,8112,"Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium; and articles of these metals, including waste and scrap",2987,Weight in kilograms,0.11,5819,Weight in kilograms,0.37,-0.26,-2832,-94.81084700368262,-236.36363636363637,0.26,236.36363636363637
8113,8113,"Cermets; articles thereof, including waste and scrap",4415,Weight in kilograms,0.1,565,Weight in kilograms,0.07,0.03,3850,87.20271800679502,30.0,0.03,30.0
8201,8201,"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry",4959,Weight in kilograms,0.15,2834,Weight in kilograms,0.09,0.06,2125,42.851381326880414,40.0,0.06,40.0
8202,8202,"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless blades)",366093,Weight in kilograms,9.55,356871,Weight in kilograms,9.39,0.16000000000000014,9222,2.5190320492333917,1.6753926701570694,0.16000000000000014,1.6753926701570694
8203,8203,"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar",14758,Weight in kilograms,0.48,12826,Weight in kilograms,0.28,0.19999999999999996,1932,13.091204770294077,41.66666666666666,0.19999999999999996,41.66666666666666
8204,8204,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), interchangeable spanner sockets, with or without handles",39659,Weight in kilograms,3.47,23278,Weight in kilograms,2.5,0.9700000000000002,16381,41.304621901712096,27.953890489913547,0.9700000000000002,27.953890489913547
8205,8205,"Tools, hand; (including glaziers' diamonds) n.e.c.; blow lamps; vices, clamps etc, other than accessories for and parts of, machine-tools or water-jet cutting machines; anvils; portable forges; hand or pedal operated grinding wheels with frameworks",492546,Weight in kilograms,6.68,17085,Weight in kilograms,1.3,5.38,475461,96.53128844818555,80.53892215568862,5.38,80.53892215568862
8206,8206,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale",31094,Weight in kilograms,0.27,4006,Weight in kilograms,0.11,0.16000000000000003,27088,87.116485495594,59.25925925925927,0.16000000000000003,59.25925925925927
8207,8207,"Tools, interchangeable; for hand tools, whether or not power-operated, or for machine tools (pressing, stamping, punching, drilling etc), including dies for drawing or extruding metal, and rock drilling or earth boring tools",724398,Weight in kilograms,98.3,2191412,Weight in kilograms,59.52,38.779999999999994,-1467014,-202.5149158335611,39.45066124109867,38.779999999999994,39.45066124109867
8208,8208,"Knives and cutting blades, for machines or for mechanical appliances",81184,Weight in kilograms,5.46,22849,Weight in kilograms,3.11,2.35,58335,71.85529168309026,43.040293040293044,2.35,43.040293040293044
8209,8209,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",152087,Weight in kilograms,29.82,142047,Weight in kilograms,33.89,-4.07,10040,6.601484676533826,-13.6485580147552,4.07,13.6485580147552
8213,8213,"Scissors; tailors' shears and similar shears, and blades therefore",719,Weight in kilograms,0.03,218,Weight in kilograms,0.02,0.009999999999999998,501,69.68011126564673,33.33333333333333,0.009999999999999998,33.33333333333333
8214,8214,"Cutlery; other articles, (e.g. hair clippers, butchers' or kitchen cleavers, choppers and mincing knives, paper knives), manicure or pedicure sets and instruments (including nail files)",3981,Weight in kilograms,0.06,297,Weight in kilograms,0.01,0.049999999999999996,3684,92.53956292388847,83.33333333333333,0.049999999999999996,83.33333333333333
8215,8215,"Cutlery; spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar kitchen or tableware",1080,Weight in kilograms,0.04,263,Weight in kilograms,0.01,0.03,817,75.64814814814815,75.0,0.03,75.0
8301,8301,"Padlocks and locks (key, combination, electrically operated) of base metal; clasps and frames with clasps incorporating locks, of base metal, keys for any or the foregoing articles, of base metal",386368,Weight in kilograms,7.23,303223,Weight in kilograms,6.6,0.6300000000000008,83145,21.519639307603114,8.713692946058101,0.6300000000000008,8.713692946058101
8302,8302,"Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal",268681,Weight in kilograms,4.18,141233,Weight in kilograms,4.2,-0.020000000000000462,127448,47.434690208835015,-0.4784688995215422,0.020000000000000462,0.4784688995215422
8303,8303,"Safes; armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",447,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,447,100.0,100.0,0.01,100.0
8304,8304,"Office equipment; filing cabinets, card-index cabinets, paper trays and rests, pen trays, office-stamp stands and the like, of base metal, other than office furniture of heading no. 9403",296,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,296,100.0,,0.0,
8305,8305,"Stationery; fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and the like, staples in strips (for offices, upholstery, packaging), of base metal",3520,Weight in kilograms,0.04,473,Weight in kilograms,0.03,0.010000000000000002,3047,86.5625,25.000000000000007,0.010000000000000002,25.000000000000007
8306,8306,"Bells, gongs and the like; non-electric, statuettes, other ornaments, photograph, picture, similar frames, mirrors, of base metal",5909,Weight in kilograms,0.09,870,Weight in kilograms,0.03,0.06,5039,85.27669656456253,66.66666666666666,0.06,66.66666666666666
8307,8307,"Tubing; flexible, with or without fittings, of base metal",14059,Weight in kilograms,0.7,16235,Weight in kilograms,0.76,-0.06000000000000005,-2176,-15.4776299879081,-8.57142857142858,0.06000000000000005,8.57142857142858
8308,8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets etc for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, tubular etc rivets, beads, spangles, of base metal",8453,Weight in kilograms,0.23,3896,Weight in kilograms,0.09,0.14,4557,53.90985448953034,60.86956521739131,0.14,60.86956521739131
8309,8309,"Stoppers, caps, lids (including crown corks, screw caps, pouring stoppers); capsules for bottles, threaded bungs, bung covers, seals and other packaging accessories, of base metal",54844,Weight in kilograms,0.56,1301,Weight in kilograms,0.02,0.54,53543,97.62781708117569,96.42857142857143,0.54,96.42857142857143
8310,8310,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading no. 9405",30966,Weight in kilograms,0.44,886,Weight in kilograms,0.28,0.15999999999999998,30080,97.13879739068656,36.36363636363636,0.15999999999999998,36.36363636363636
8311,8311,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",559501,Weight in kilograms,6.2,273942,Weight in kilograms,3.41,2.79,285559,51.038157215089875,45.0,2.79,45.0
8402,8402,"Boilers; steam or other vapour generating (other than central heating hot water boilers, capable also of producing low pressure steam), super heated water boilers",46,Weight in kilograms,0.0,342893,Weight in kilograms,6.47,-6.47,-342847,-745319.5652173914,-inf,6.47,inf
8403,8403,Central heating boilers; excluding those of heading no. 8402,1,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,1,100.0,,0.0,
8404,8404,"Auxiliary plant for use with boilers of heading no. 8402 or 8403; e.g. economisers, super-heaters, soot removers, gas recoverers), condensers for steam or other vapour power units",174,Weight in kilograms,0.01,21,Weight in kilograms,0.01,0.0,153,87.93103448275862,0.0,0.0,0.0
8405,8405,"Generators for producer or water gas with or without their purifiers acetylene gas generators and similar water process gas generators, with or without their purifiers",0,Weight in kilograms,0.09,58706,Weight in kilograms,1.12,-1.03,-58706,-inf,-1144.4444444444446,1.03,1144.4444444444446
8409,8409,Parts suitable for use solely or principally with the engines of heading no. 8407 or 8408,12142719,Weight in kilograms,127.39,19011466,Weight in kilograms,141.68,-14.290000000000006,-6868747,-56.56679529518883,-11.217520998508522,14.290000000000006,11.217520998508522
8410,8410,Turbines; hydraulic water wheels and regulators therefor,86,Weight in kilograms,0.02,217584,No Quantity,12.26,-12.24,-217498,-252904.6511627907,-61200.0,12.24,61200.0
8416,8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical grates, mechanical ash dischargers and similar appliances",85216,Weight in kilograms,4.31,9675,Weight in kilograms,0.57,3.7399999999999998,75541,88.6464983101765,86.77494199535964,3.7399999999999998,86.77494199535964
8431,8431,Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430,5628032,Weight in kilograms,72.4,6450354,Weight in kilograms,63.07,9.330000000000005,-822322,-14.611182025972843,12.886740331491719,9.330000000000005,12.886740331491719
8434,8434,Milking machines and dairy machinery,80,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,80,100.0,,0.0,
